	DrugBank_ID	Accession_Numbers	Common_name	Synonyms	Source	Source_Date	Download_Date
121	DB00131	EXPT00512 | NUTR00011	Adenosine phosphate	5'-Adenosine monophosphate | 5'-Adenylic acid | 5'-AMP | 5'-O-Phosphonoadenosine | Adenosine 5'-(dihydrogen phosphate) | Adenosine 5'-monophosphate | Adenosine 5'-phosphate | Adenosine monophosphate | Adenosine phosphate | Adenosine-5'-Monophosphate | Adenosine-5'-monophosphoric acid | Adenosine-5'P | Adenosini phosphas | Adenylate | Adenylic acid | Ado5'P | AMP | Fosfato de adenosina | PAdo | Phosphate d'adénosine	DrugBank	20210103	20210909
122	DB00132	NUTR00034	alpha-Linolenic acid	(9,12,15)-linolenic acid | (9Z,12Z,15Z)-Octadecatrienoic acid | (Z,Z,Z)-9,12,15-octadecatrienoic acid | 9-cis,12-cis,15-cis-octadecatrienoic acid | 9,12,15-Octadecatrienoic acid | ALA | all-cis-9,12,15-Octadecatrienoic acid | alpha-Linolenic acid | cis-delta(9,12,15)-Octadecatrienoic acid | cis,cis,cis-9,12,15-Octadecatrienoic acid | Linolenic acid | α-linolenic acid	DrugBank	20210103	20210909
123	DB00133	DB03375 | NUTR00053	Serine	(S)-2-Amino-3-hydroxypropanoic acid | (S)-Serine | alpha-Amino-beta-hydroxypropionic acid | beta-Hydroxyalanine | L-Serine | Ser | Serina | Serine | Serinum	DrugBank	20210103	20210909
124	DB00134	NUTR00038	Methionine	(2S)-2-amino-4-(methylsulfanyl)butanoic acid | (S)-2-amino-4-(methylthio)butanoic acid | (S)-2-amino-4-(methylthio)butyric acid | (S)-methionine | L-(−)-methionine | L-a-Amino-g-methylthiobutyric acid | L-Methionin | L-Methionine | L-α-amino-γ-methylmercaptobutyric acid | M | Met | Methionine	DrugBank	20210103	20210909
125	DB00135	NUTR00059	Tyrosine	(−)-α-amino-p-hydroxyhydrocinnamic acid | (2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid | (S)-(-)-Tyrosine | (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid | (S)-3-(p-Hydroxyphenyl)alanine | (S)-alpha-amino-4-Hydroxybenzenepropanoic acid | (S)-Tyrosine | (S)-α-amino-4-hydroxybenzenepropanoic acid | 4-hydroxy-L-phenylalanine | L-Tyrosin | L-tyrosine | Tirosina | Tyr | Tyrosine | Tyrosinum | Y	DrugBank	20210103	20210909
126	DB00136	APRD00246 | DB05314 | NUTR00003	Calcitriol	(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol | (1α,3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol | (5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol | 1-alpha-25-Dihydroxyvitamin D3 | 1,25-DHCC | 1,25-dihydroxycholecalciferol | 1α,25-dihydroxycholecalciferol | 1α,25-dihydroxyvitamin D3 | 1α,25(OH)2D3 | Calcitriol | Calcitriolum	DrugBank	20210103	20210909
127	DB00137	DB11138 | NUTR00036	Lutein	Xanthophyll | Xantofyl	DrugBank	20210103	20210909
128	DB00138	NUTR00023	Cystine	(R,R)-3,3'-dithiobis(2-aminopropanoic acid) | Cistina | L-alpha-Diamino-beta-dithiolactic acid | L-Cystine | L-Dicysteine | β,β'-dithiodialanine	DrugBank	20210103	20210909
129	DB00139	NUTR00054	Succinic acid	1,2-ethanedicarboxylic acid | Acide butanedioïque | Acide succinique | Acidum succinicum | Amber acid | Asuccin | Bernsteinsäure | Butandisäure | Butanedioic acid | Butanedionic acid | Dihydrofumaric acid | Ethylenesuccinic acid | Spirit of amber | Succinic acid	DrugBank	20210103	20210909
130	DB00140	APRD00626 | DB09358 | EXPT02760 | NUTR00010	Riboflavin	1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol | 6,7-Dimethyl-9-D-ribitylisoalloxazine | 7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine | 7,8-Dimethyl-10-ribitylisoalloxazine | Lactoflavin | Lactoflavine | Riboflavin | Riboflavina | Riboflavine | Riboflavinum | Vitamin B2 | Vitamin Bi | Vitamin G	DrugBank	20210103	20210909
131	DB00141	NUTR00040	N-Acetylglucosamine	2-Acetamido-2-deoxy-D-glucose | aldehydo-N-acetyl-D-glucosamine | D-GlcNAc | N-Acetyl-D-glucosamine | N-Acetylchitosamine	DrugBank	20210103	20210909
132	DB00142	NUTR00027	Glutamic acid	(2S)-2-Aminopentanedioic acid | (S)-2-Aminopentanedioic acid | (S)-Glutamic acid | ácido glutámico | Glu | Glutamic acid | L-Glutamate | L-Glutamic acid | L-Glutaminic acid	DrugBank	20210103	20210909
133	DB00143	EXPT01650 | NUTR00029	Glutathione	5-L-Glutamyl-L-cysteinylglycine | gamma-L-Glutamyl-L-cysteinyl-glycine | Glutathione | Glutathione-SH | GSH | N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine | Reduced glutathione	DrugBank	20210103	20210909
134	DB00144	NUTR00048	Phosphatidyl serine	Phosphatidyl serine | Phosphatidylserine | PS	DrugBank	20210103	20210909
135	DB00145	NUTR00028	Glycine	Aminoacetic acid | Aminoessigsäure | Aminoethanoic acid | Glicina | Gly | Glycin | Glycine | Glycocoll | Glykokoll | Glyzin | Leimzucker	DrugBank	20210103	20210909
136	DB00146	APRD00428 | NUTR00006	Calcifediol	(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol | 25-hydroxycholecalciferol | 25-Hydroxyvitamin D3 | Calcidiol | Calcifédiol | Calcifediol | Calcifediol anhydrous | Calcifediolum	DrugBank	20210103	20210909
137	DB00147	NUTR00049	Pyridoxal	2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine | 3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde | Piridoxal | Pyridoxaldehyde	DrugBank	20210103	20210909
138	DB00148	NUTR00022	Creatine	((amino(Imino)methyl)(methyl)amino)acetic acid | (alpha-Methylguanido)acetic acid | (N-methylcarbamimidamido)acetic acid | (α-methylguanido)acetic acid | alpha-Methylguanidino acetic acid | Creatin | Creatine | Kreatin | Methylglycocyamine | N-(aminoiminomethyl)-N-methylglycine | N-amidinosarcosine | N-carbamimidoyl-N-methylglycine | N-methyl-N-guanylglycine	DrugBank	20210103	20210909
139	DB00149	NUTR00033	Leucine	(2S)-2-Amino-4-methylpentanoic acid | (2S)-alpha-2-Amino-4-methylvaleric acid | (2S)-alpha-Leucine | (S)-(+)-Leucine | (S)-Leucine | 2-Amino-4-methylvaleric acid | L | L-Leucin | L-Leucine | L-Leuzin | Leu | Leucine	DrugBank	20210103	20210909
140	DB00150	EXPT02064 | NUTR00058	Tryptophan	(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid | (S)-alpha-Amino-beta-(3-indolyl)-propionic acid | (S)-Tryptophan | (S)-α-amino-1H-indole-3-propanoic acid | L-(-)-Tryptophan | L-(−)-tryptophan | L-Tryptophan | L-β-3-indolylalanine | Triptofano | Trp | Tryptophan | Tryptophane | Tryptophanum | W	DrugBank	20210103	20210909
141	DB00151	DB04443 | DB09485 | NUTR00018	Cysteine	(2R)-2-amino-3-mercaptopropanoic acid | (2R)-2-amino-3-sulfanylpropanoic acid | (R)-2-Amino-3-mercaptopropanoic acid | Cisteina | Cisteinum | Cys | Cysteine | Cysteinum | Free Cysteine | L-2-Amino-3-mercaptopropionic acid | L-Cys | L-Cystein | L-Zystein	DrugBank	20210103	20210909
142	DB00152	APRD00552 | EXPT03222 | NUTR00009	Thiamine	Aneurin | Antiberiberi factor | Thiamin | Thiamine | thiamine(1+) | thiamine(1+) ion | thiaminium | Thiaminum | Tiamina | Vitamin B1	DrugBank	20210103	20210909
143	DB00153	APRD00426 | NUTR00005	Ergocalciferol	(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol | (5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol | (5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol | Activated ergosterol | Ercalciol | Ergocalciférol | Ergocalciferol | Ergocalciferolum | Oleovitamin D2 | Viosterol | Vitamin D2 | Vitamina D2	DrugBank	20210103	20210909
144	DB00154	NUTR00032	Dihomo-gamma-linolenic acid	(8Z,11Z,14Z)-Icosatrienoic acid | (Z,Z,Z)-8,11,14-Eicosatrienoic acid | (Z,Z,Z)-8,11,14-Icosatrienoate | (Z,Z,Z)-8,11,14-Icosatrienoic acid | 20:3, n-6,9,12 all-cis | 8,11,14-Eicosatrienoic Acid | 8c,11c,14c-eicosatrienoic acid | 8c,11c,14c-Eicosatriensäure | all-cis-8,11,14-eicosatrienoic acid | all-cis-8,11,14-icosatrienoic acid | all-cis-eicosa-8,11,14-trienoic acid | all-cis-Eicosa-8,11,14-triensäure | all-cis-icosa-8,11,14-trienoic acid | C20:3, n-6,9,12 all-cis | cis,cis,cis-8,11,14-eicosatrienoic acid | DGLA | dihomo-γ-linolenic acid | eicosa-8Z,11Z,14Z-trienoic acid | gamma-Homolinolenic acid | Homo-gamma-linolenic acid | Homo-gamma-linolensäure | Homo-γ-linolensäure	DrugBank	20210103	20210909
145	DB00155	NUTR00021	Citrulline	(S)-2-Amino-5-ureidopentanoic acid | 2-Amino-5-ureidovaleric acid | alpha-amino-delta-Ureidovaleric acid | Cit | Citrulina | Citrulline | delta-Ureidonorvaline | L-2-Amino-5-ureidovaleric acid | L-Citrulline | N(5)-(Aminocarbonyl)-L-ornithine | N(delta)-Carbamylornithine | N5-(Aminocarbonyl)ornithine | N5-Carbamoyl-L-ornithine | N5-carbamoylornithine | α-amino-δ-ureidovaleric acid | δ-ureidonorvaline	DrugBank	20210103	20210909
146	DB00156	NUTR00057	Threonine	(2S,3R)-(-)-Threonine | (2S)-threonine | 2-Amino-3-hydroxybutyric acid | L-(-)-Threonine | L-2-Amino-3-hydroxybutyric acid | L-alpha-amino-beta-hydroxybutyric acid | L-Threonin | L-Threonine | L-α-amino-β-hydroxybutyric acid | Thr | Threonine | Threoninum | Treonina	DrugBank	20210103	20210909
147	DB00157	DB01907 | DB03527 | EXPT02287 | NUTR00041	NADH	1,4-dihydronicotinamide adenine dinucleotide | DPNH | NAD reduced form | Nicotinamide adenine dinucleotide (reduced) | Nicotinamide-adenine dinucleotide, reduced | Reduced nicotinamide adenine diphosphate | Reduced nicotinamide-adenine dinucleotide	DrugBank	20210103	20210909
148	DB00158	NUTR00025	Folic acid	Acide folique | ácido fólico | Acidum folicum | Folacin | Folate | Folic acid | Folsäure | N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid | N-pteroyl-L-glutamic acid | PGA | PteGlu | Pteroyl-L-glutamate | Pteroyl-L-glutamic acid | Pteroyl-L-monoglutamic acid | Pteroylglutamic acid | Vitamin B9 | Vitamin Bc | Vitamin M	DrugBank	20210103	20210909
149	DB00159	NUTR00024	Icosapent	(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid | (all-Z)-5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-Icosapentaenoic acid | all-cis-5,8,11,14,17-eicosapentaenoic acid | all-cis-5,8,11,14,17-icosapentaenoic acid | all-cis-icosa-5,8,11,14,17-pentaenoic acid | cis-5,8,11,14,17-eicosapentaenoic acid | cis-5,8,11,14,17-EPA | cis-delta(5,8,11,14,17)-Eicosapentaenoic acid | Eicosapentaenoic acid | EPA | Icosapent | Icosapentaenoic acid | Icosapento | Icosapentum | Timnodonic acid	DrugBank	20210103	20210909
150	DB00160	NUTR00013	Alanine	(2S)-2-aminopropanoic acid | (S)-2-aminopropanoic acid | (S)-alanine | Alanina | Alanine | Alaninum | L-2-Aminopropionic acid | L-Alanin | L-alanine | L-alpha-Alanine | L-α-alanine	DrugBank	20210103	20210909
151	DB00161	NUTR00060	Valine	(2S)-2-Amino-3-methylbutanoic acid | (S)-Valine | 2-Amino-3-methylbutyric acid | L-(+)-alpha-Aminoisovaleric acid | L-alpha-Amino-beta-methylbutyric acid | L-valin | L-valine | Val | Valine	DrugBank	20210103	20210909
152	DB00162	APRD00486 | NUTR00007	Vitamin A	(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol | all-trans-retinol | all-trans-retinyl alcohol | all-trans-vitamin A alcohol | Retinol | Retinolum | Vitamin A1	DrugBank	20210103	20210909
153	DB00163	EXPT03227 | NUTR00061	Vitamin E	(+)-α-tocopherol | (2R,4'R,8'R)-α-tocopherol | (R,R,R)-α-tocopherol | 5,7,8-trimethyltocol | alpha-tocopherol | d-α-tocopherol	DrugBank	20210103	20210909
154	DB00165	APRD00204 | NUTR00002	Pyridoxine	2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine | 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine | 3-hydroxy-4,5-dimethylol-α-picoline | 5-hydroxy-6-methyl-3,4-pyridinedimethanol | Piridoxina | Pyridoxine | Pyridoxinum | Pyridoxol | Vitamin B6	DrugBank	20210103	20210909
155	DB00166	NUTR00035	Lipoic acid	(+)-alpha-Lipoic acid | (R)-(+)-Lipoate | (R)-(+)-lipoic acid | (R)-1,2-Dithiolane-3-pentanoic acid | (R)-1,2-dithiolane-3-valeric acid | (R)-6,8-thioctic acid | (R)-lipoic acid | Alpha lipoic acid | alpha-Lipoic acid | alpha-Liponsäure | D-thioctic acid | Lipoic acid | R-(+)-thioctic acid | R-alpha-lipoic acid | Thioctic acid | Thioctic acid D-form | α-lipoic acid	DrugBank	20210103	20210909
156	DB00167	NUTR00031	Isoleucine	(2S,3S)-2-Amino-3-methylpentanoic acid | 2-Amino-3-methylvaleric acid | alpha-amino-beta-methylvaleric acid | Ile | Isoleucina | Isoleucine | Isoleucinum | L-Isoleucine | α-amino-β-methylvaleric acid	DrugBank	20210103	20210909
157	DB00168	NUTR00046	Aspartame	1-Methyl N-L-alpha-aspartyl-L-phenylalanate | 1-methyl N-L-α-aspartyl-L-phenylalanate | 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid | 3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid | Asp-phe-ome | Aspartam | Aspartame | Aspartamo | Aspartamum | Aspartylphenylalanine methyl ester | L-Aspartyl-L-phenylalanine methyl ester	DrugBank	20210103	20210909
158	DB00169	APRD00506 | NUTR00008	Cholecalciferol	(+)-vitamin D3 | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol | Activated 7-dehydrocholesterol | Calciol | CC | Cholecalciferol | Cholecalciferolum | Colecalciferol | Colecalciferolum | Oleovitamin D3 | Vitamin D-3 | Vitamin D3	DrugBank	20210103	20210909
159	DB00170	NUTR00062	Menadione	2-Methyl-1,4-Naphthalenedione | 2-Methyl-1,4-naphthochinon | 2-Methyl-1,4-naphthoquinone | Vitamin K 3 | Vitamin K3	DrugBank	20210103	20210909
160	DB00171	EXPT00007 | NUTR00017	ATP	Adenosine 5'-triphosphate | Adenosine triphosphate | Adenosine-5'-triphosphate | ATP	DrugBank	20210103	20210909
161	DB00172	NUTR00047	Proline	(-)-2-Pyrrolidinecarboxylic acid | (−)-(S)-proline | (−)-2-pyrrolidinecarboxylic acid | (−)-proline | (2S)-pyrrolidine-2-carboxylic acid | (S)-2-Carboxypyrrolidine | (S)-2-Pyrrolidinecarboxylic acid | (S)-pyrrolidine-2-carboxylic acid | 2-Pyrrolidinecarboxylic acid | L-(−)-proline | L-alpha-pyrrolidinecarboxylic acid | L-Prolin | L-Prolina | L-Proline | L-pyrrolidine-2-carboxylic acid | L-α-pyrrolidinecarboxylic acid | P | Prolina | Proline | Prolinum	DrugBank	20210103	20210909
162	DB00173	EXPT00520 | NUTR00012	Adenine	6-Aminopurine | Adenin | Vitamin B4	DrugBank	20210103	20210909
163	DB00174	NUTR00015	Asparagine	(2S)-2-amino-3-carbamoylpropanoic acid | (2S)-2,4-diamino-4-oxobutanoic acid | (S)-2-amino-3-carbamoylpropanoic acid | (S)-Asparagine | 2-Aminosuccinamic acid | alpha-aminosuccinamic acid | Asn | Asparagine | Aspartamic acid | L-2-aminosuccinamic acid | L-Asparagine | L-aspartic acid beta-amide | L-aspartic acid β-amide | α-aminosuccinamic acid	DrugBank	20210103	20210909
164	DB00175	APRD00328	Pravastatin	(+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid | Pravastatin | Pravastatin acid | Pravastatina | Pravastatine | Pravastatinum	DrugBank	20210103	20210909
165	DB00176	APRD00425	Fluvoxamine	Fluvoxamina | Fluvoxamine | Fluvoxaminum	DrugBank	20210103	20210909
166	DB00177	APRD00133	Valsartan	(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine | N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine | N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine | Valsartan	DrugBank	20210103	20210909
167	DB00178	APRD00009	Ramipril	(2S-(1(R*(R*)),2alpha,3abeta,6abeta))-1-(2-((1-(Ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid | Ramipril | Ramiprilum	DrugBank	20210103	20210909
168	DB00179	APRD01084 | DB05900	Masoprocol	erythro-nordihydroguaiaretic acid | masoprocol | Masoprocolum | meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane | meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane | meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol | meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol) | meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol | meso-NDGA | meso-nordihydroguaiaretic acid | meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan | Nordihydroguaiaretic acid	DrugBank	20210103	20210909
169	DB00180	APRD00976	Flunisolide	Flunisolida | Flunisolide | Flunisolide anhydrous | Flunisolidum	DrugBank	20210103	20210909
170	DB00181	APRD00551	Baclofen	(+-)-Baclofen | 4-Amino-3-(4-chlorophenyl)butyric acid | Baclofen | Baclofène | Baclofeno | Baclofenum | beta-(4-Chlorophenyl)gaba | beta-(Aminomethyl)-4-chlorobenzenepropanoic acid | beta-(Aminomethyl)-p-chlorohydrocinnamic acid | beta-(p-Chlorophenyl)-gamma-aminobutyric acid | DL-4-Amino-3-p-chlorophenylbutanoic acid | DL-Baclofen | gamma-Amino-beta-(p-chlorophenyl)butyric acid	DrugBank	20210103	20210909
171	DB00182	APRD00480	Amphetamine	(+-)-alpha-Methylphenylethylamine | 1-phenyl-2-aminopropane | alpha-Methylbenzeneethaneamine | Amfetamina | Amfetamine | Amfetaminum | Amphetamine | beta-Aminopropylbenzene | beta-Phenylisopropylamin | Desoxynorephedrine | rac-(2R)-1-phenylpropan-2-amine | rac-amphetamine | α-methylbenzeneethaneamine | α-methylphenethylamine | β-aminopropylbenzene | β-phenylisopropylamine	DrugBank	20210103	20210909
172	DB00183	APRD01172	Pentagastrin	Pentagastrin	DrugBank	20210103	20210909
173	DB00184	APRD00200 | DB09463 | DB11303 | EXPT02315	Nicotine	(−)-nicotine | (S)-(−)-nicotine | (S)-3-(1-methylpyrrolidin-2-yl)pyridine | (S)-3-(N-methylpyrrolidin-2-yl)pyridine | (S)-Nicotine | 3-(2-(N-methylpyrrolidinyl))pyridine | 3-(N-methylpyrollidino)pyridine | L(−)-nicotine | Nicotina | Nicotine betadex | Nicotine polacrilex | Nikotin | Nikotyna	DrugBank	20210103	20210909
174	DB00185	APRD00224	Cevimeline	2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine | Cevimelina | Cévimèline | Cevimeline | Cevimelinum	DrugBank	20210103	20210909
175	DB00186	APRD00116	Lorazepam	Loracepam | Lorazepam | o-Chlorooxazepam | o-Chloroxazepam	DrugBank	20210103	20210909
176	DB00187	APRD00954	Esmolol	(±)-esmolol | (±)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate | 3-[4-(2-Hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester | Esmolol | Methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate | methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate	DrugBank	20210103	20210909
177	DB00188	APRD00828 | DB07475	Bortezomib	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid | Bortezomib | N-[(1R)-1-(DIHYDROXYBORYL)-3-methylbutyl]-N-(pyrazin-2-ylcarbonyl)-L-phenylalaninamide	DrugBank	20210103	20210909
178	DB00189	APRD00958	Ethchlorvynol	1-chloro-3-ethyl-1-penten-4-yn-3-ol | 1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol | 3-(beta-chlorovinyl)-1-pentyn-3-ol | 3-(β-chlorovinyl)-1-pentyn-3-ol | etclorvinol | Ethchlorvynol | ethyl β-chlorovinyl ethynyl carbinol | β-chlorovinyl ethyl ethynyl carbinol	DrugBank	20210103	20210909
179	DB00190	APRD00160	Carbidopa	(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate | (S)-(−)-carbidopa | (S)-carbidopa | (αS)-α-hydrazino-3,4-dihydroxy-α-methylbenzenepropanoic acid | Carbidopa | Carbidopa (anhydrous) | Carbidopa anhydrous | Carbidopum | L-3-(3,4-dihydroxyphenyl)-2-methyl-2-hydrazinopropionic acid | L-α-methyldopahydrazine	DrugBank	20210103	20210909
180	DB00191	APRD00093	Phentermine	alpha,alpha-Dimethylphenethylamine | Fentermina | Phentermine | Phentermine resin | Phenterminum	DrugBank	20210103	20210909
181	DB00192	APRD01032	Indecainide	Indecainida | Indecainide | Indecainidum	DrugBank	20210103	20210909
182	DB00193	APRD00028	Tramadol	Tramadol | Tramadolum	DrugBank	20210103	20210909
183	DB00194	APRD00333 | EXPT02753	Vidarabine	9-beta-D-arabinofuranosyl-9H-purin-6-amine | 9-beta-D-arabinofuranosyl-adenine | 9-beta-D-Arabinofuranosyladenine | 9-β-D-arabinofuranosyl-9H-purin-6-amine | 9-β-D-arabinofuranosyladenine | Spongoadenosine | Vidarabine | Vidarabinum	DrugBank	20210103	20210909
184	DB00195	APRD00245	Betaxolol	1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol | 1-(isopropylamino)-3-[p-(cyclopropylmethoxyethyl)phenoxy]-2-propanol | Betaxolol | Bétaxolol | Betaxololum	DrugBank	20210103	20210909
